num_elements,mean_rejection_score,max_rejection_score,ece,cace,mece,calibration,error,predicted_error
18243,0.117843546,0.14,0.01046976922655265,0.020939538453105276,0.0209395384531053,0.010469769,0.010469769,0.0
32464,0.15031572,0.28,0.023700098569990086,0.04740019714089809,0.04740019714089818,0.023680385,0.0237001,1.9714142e-05
37626,0.1777946,0.42,0.03900494111919368,0.07854143229738886,0.07971083814131613,0.035885826,0.039951097,0.004065273
42106,0.21187505,0.56,0.050439360860531864,0.10491616019940812,0.1240583288134778,0.04871515,0.066565335,0.017850185
46290,0.24945863,0.7,0.057835398567085985,0.1218837964709234,0.16250594107622873,0.057160523,0.10114928,0.04398876
48912,0.2773115,0.84,0.06315424397836372,0.14082434873157873,0.18516519564177414,0.061705947,0.1272653,0.06555936
50000,0.29078382,0.99,0.0656760039138794,0.15388001341760152,0.19618400095999242,0.06349362,0.14093201,0.07743839
